frame_id,video_id,synthetic_class,variant,image_path
002-004_11626,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_11626.png
002-004_11626,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_11626.png
002-004_11626,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_11626.png
002-004_11637,002-004,1,clean,data/e05_synthetic/clean/002-004_11637.png
002-004_11637,002-004,1,pattern_noise,data/e05_synthetic/pattern_noise/002-004_11637.png
002-004_11637,002-004,1,color_shift,data/e05_synthetic/color_shift/002-004_11637.png
002-004_11637,002-004,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_11637.png
002-004_11637,002-004,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_11637.png
002-004_11737,002-004,3,clean,data/e05_synthetic/clean/002-004_11737.png
002-004_11737,002-004,3,pattern_noise,data/e05_synthetic/pattern_noise/002-004_11737.png
002-004_11737,002-004,3,color_shift,data/e05_synthetic/color_shift/002-004_11737.png
002-004_11737,002-004,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_11737.png
002-004_11737,002-004,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_11737.png
002-004_11814,002-004,2,clean,data/e05_synthetic/clean/002-004_11814.png
002-004_11814,002-004,2,pattern_noise,data/e05_synthetic/pattern_noise/002-004_11814.png
002-004_11814,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_11814.png
002-004_11814,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_11814.png
002-004_11814,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_11814.png
002-004_11920,002-004,0,clean,data/e05_synthetic/clean/002-004_11920.png
002-004_11920,002-004,0,pattern_noise,data/e05_synthetic/pattern_noise/002-004_11920.png
002-004_11920,002-004,0,color_shift,data/e05_synthetic/color_shift/002-004_11920.png
002-004_11920,002-004,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_11920.png
002-004_11920,002-004,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_11920.png
002-004_11924,002-004,2,clean,data/e05_synthetic/clean/002-004_11924.png
002-004_11924,002-004,2,pattern_noise,data/e05_synthetic/pattern_noise/002-004_11924.png
002-004_11924,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_11924.png
002-004_11924,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_11924.png
002-004_11924,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_11924.png
002-004_12077,002-004,2,clean,data/e05_synthetic/clean/002-004_12077.png
002-004_12077,002-004,2,pattern_noise,data/e05_synthetic/pattern_noise/002-004_12077.png
002-004_12077,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_12077.png
002-004_12077,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_12077.png
002-004_12077,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_12077.png
002-004_12100,002-004,0,clean,data/e05_synthetic/clean/002-004_12100.png
002-004_12100,002-004,0,pattern_noise,data/e05_synthetic/pattern_noise/002-004_12100.png
002-004_12100,002-004,0,color_shift,data/e05_synthetic/color_shift/002-004_12100.png
002-004_12100,002-004,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_12100.png
002-004_12100,002-004,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_12100.png
002-004_12107,002-004,1,clean,data/e05_synthetic/clean/002-004_12107.png
002-004_12107,002-004,1,pattern_noise,data/e05_synthetic/pattern_noise/002-004_12107.png
002-004_12107,002-004,1,color_shift,data/e05_synthetic/color_shift/002-004_12107.png
002-004_12107,002-004,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_12107.png
002-004_12107,002-004,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_12107.png
002-004_12134,002-004,1,clean,data/e05_synthetic/clean/002-004_12134.png
002-004_12134,002-004,1,pattern_noise,data/e05_synthetic/pattern_noise/002-004_12134.png
002-004_12134,002-004,1,color_shift,data/e05_synthetic/color_shift/002-004_12134.png
002-004_12134,002-004,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_12134.png
002-004_12134,002-004,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_12134.png
002-004_12159,002-004,3,clean,data/e05_synthetic/clean/002-004_12159.png
002-004_12159,002-004,3,pattern_noise,data/e05_synthetic/pattern_noise/002-004_12159.png
002-004_12159,002-004,3,color_shift,data/e05_synthetic/color_shift/002-004_12159.png
002-004_12159,002-004,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_12159.png
002-004_12159,002-004,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_12159.png
002-004_12224,002-004,2,clean,data/e05_synthetic/clean/002-004_12224.png
002-004_12224,002-004,2,pattern_noise,data/e05_synthetic/pattern_noise/002-004_12224.png
002-004_12224,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_12224.png
002-004_12224,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_12224.png
002-004_12224,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_12224.png
002-004_12255,002-004,1,clean,data/e05_synthetic/clean/002-004_12255.png
002-004_12255,002-004,1,pattern_noise,data/e05_synthetic/pattern_noise/002-004_12255.png
002-004_12255,002-004,1,color_shift,data/e05_synthetic/color_shift/002-004_12255.png
002-004_12255,002-004,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_12255.png
002-004_12255,002-004,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_12255.png
002-004_12392,002-004,0,clean,data/e05_synthetic/clean/002-004_12392.png
002-004_12392,002-004,0,pattern_noise,data/e05_synthetic/pattern_noise/002-004_12392.png
002-004_12392,002-004,0,color_shift,data/e05_synthetic/color_shift/002-004_12392.png
002-004_12392,002-004,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_12392.png
002-004_12392,002-004,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_12392.png
002-004_12650,002-004,3,clean,data/e05_synthetic/clean/002-004_12650.png
002-004_12650,002-004,3,pattern_noise,data/e05_synthetic/pattern_noise/002-004_12650.png
002-004_12650,002-004,3,color_shift,data/e05_synthetic/color_shift/002-004_12650.png
002-004_12650,002-004,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_12650.png
002-004_12650,002-004,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_12650.png
002-004_12739,002-004,0,clean,data/e05_synthetic/clean/002-004_12739.png
002-004_12739,002-004,0,pattern_noise,data/e05_synthetic/pattern_noise/002-004_12739.png
002-004_12739,002-004,0,color_shift,data/e05_synthetic/color_shift/002-004_12739.png
002-004_12739,002-004,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_12739.png
002-004_12739,002-004,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_12739.png
002-004_12887,002-004,1,clean,data/e05_synthetic/clean/002-004_12887.png
002-004_12887,002-004,1,pattern_noise,data/e05_synthetic/pattern_noise/002-004_12887.png
002-004_12887,002-004,1,color_shift,data/e05_synthetic/color_shift/002-004_12887.png
002-004_12887,002-004,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_12887.png
002-004_12887,002-004,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_12887.png
002-004_12895,002-004,2,clean,data/e05_synthetic/clean/002-004_12895.png
002-004_12895,002-004,2,pattern_noise,data/e05_synthetic/pattern_noise/002-004_12895.png
002-004_12895,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_12895.png
002-004_12895,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_12895.png
002-004_12895,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_12895.png
002-004_12940,002-004,3,clean,data/e05_synthetic/clean/002-004_12940.png
002-004_12940,002-004,3,pattern_noise,data/e05_synthetic/pattern_noise/002-004_12940.png
002-004_12940,002-004,3,color_shift,data/e05_synthetic/color_shift/002-004_12940.png
002-004_12940,002-004,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_12940.png
002-004_12940,002-004,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_12940.png
002-004_13013,002-004,3,clean,data/e05_synthetic/clean/002-004_13013.png
002-004_13013,002-004,3,pattern_noise,data/e05_synthetic/pattern_noise/002-004_13013.png
002-004_13013,002-004,3,color_shift,data/e05_synthetic/color_shift/002-004_13013.png
002-004_13013,002-004,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_13013.png
002-004_13013,002-004,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_13013.png
002-004_13056,002-004,2,clean,data/e05_synthetic/clean/002-004_13056.png
002-004_13056,002-004,2,pattern_noise,data/e05_synthetic/pattern_noise/002-004_13056.png
002-004_13056,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_13056.png
002-004_13056,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_13056.png
002-004_13056,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_13056.png
002-004_13618,002-004,2,clean,data/e05_synthetic/clean/002-004_13618.png
002-004_13618,002-004,2,pattern_noise,data/e05_synthetic/pattern_noise/002-004_13618.png
002-004_13618,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_13618.png
002-004_13618,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_13618.png
002-004_13618,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_13618.png
002-004_13665,002-004,2,clean,data/e05_synthetic/clean/002-004_13665.png
002-004_13665,002-004,2,pattern_noise,data/e05_synthetic/pattern_noise/002-004_13665.png
002-004_13665,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_13665.png
002-004_13665,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_13665.png
002-004_13665,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_13665.png
002-004_13708,002-004,3,clean,data/e05_synthetic/clean/002-004_13708.png
002-004_13708,002-004,3,pattern_noise,data/e05_synthetic/pattern_noise/002-004_13708.png
002-004_13708,002-004,3,color_shift,data/e05_synthetic/color_shift/002-004_13708.png
002-004_13708,002-004,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_13708.png
002-004_13708,002-004,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_13708.png
002-004_13736,002-004,1,clean,data/e05_synthetic/clean/002-004_13736.png
002-004_13736,002-004,1,pattern_noise,data/e05_synthetic/pattern_noise/002-004_13736.png
002-004_13736,002-004,1,color_shift,data/e05_synthetic/color_shift/002-004_13736.png
002-004_13736,002-004,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_13736.png
002-004_13736,002-004,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_13736.png
002-004_13935,002-004,0,clean,data/e05_synthetic/clean/002-004_13935.png
002-004_13935,002-004,0,pattern_noise,data/e05_synthetic/pattern_noise/002-004_13935.png
002-004_13935,002-004,0,color_shift,data/e05_synthetic/color_shift/002-004_13935.png
002-004_13935,002-004,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_13935.png
002-004_13935,002-004,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_13935.png
002-004_13956,002-004,0,clean,data/e05_synthetic/clean/002-004_13956.png
002-004_13956,002-004,0,pattern_noise,data/e05_synthetic/pattern_noise/002-004_13956.png
002-004_13956,002-004,0,color_shift,data/e05_synthetic/color_shift/002-004_13956.png
002-004_13956,002-004,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_13956.png
002-004_13956,002-004,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_13956.png
002-004_14184,002-004,3,clean,data/e05_synthetic/clean/002-004_14184.png
002-004_14184,002-004,3,pattern_noise,data/e05_synthetic/pattern_noise/002-004_14184.png
002-004_14184,002-004,3,color_shift,data/e05_synthetic/color_shift/002-004_14184.png
002-004_14184,002-004,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_14184.png
002-004_14184,002-004,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_14184.png
002-004_14238,002-004,0,clean,data/e05_synthetic/clean/002-004_14238.png
002-004_14238,002-004,0,pattern_noise,data/e05_synthetic/pattern_noise/002-004_14238.png
002-004_14238,002-004,0,color_shift,data/e05_synthetic/color_shift/002-004_14238.png
002-004_14238,002-004,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_14238.png
002-004_14238,002-004,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_14238.png
002-004_14515,002-004,3,clean,data/e05_synthetic/clean/002-004_14515.png
002-004_14515,002-004,3,pattern_noise,data/e05_synthetic/pattern_noise/002-004_14515.png
002-004_14515,002-004,3,color_shift,data/e05_synthetic/color_shift/002-004_14515.png
002-004_14515,002-004,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_14515.png
002-004_14515,002-004,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_14515.png
002-004_14572,002-004,3,clean,data/e05_synthetic/clean/002-004_14572.png
002-004_14572,002-004,3,pattern_noise,data/e05_synthetic/pattern_noise/002-004_14572.png
002-004_14572,002-004,3,color_shift,data/e05_synthetic/color_shift/002-004_14572.png
002-004_14572,002-004,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_14572.png
002-004_14572,002-004,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_14572.png
002-004_14602,002-004,1,clean,data/e05_synthetic/clean/002-004_14602.png
002-004_14602,002-004,1,pattern_noise,data/e05_synthetic/pattern_noise/002-004_14602.png
002-004_14602,002-004,1,color_shift,data/e05_synthetic/color_shift/002-004_14602.png
002-004_14602,002-004,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_14602.png
002-004_14602,002-004,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_14602.png
002-004_14710,002-004,2,clean,data/e05_synthetic/clean/002-004_14710.png
002-004_14710,002-004,2,pattern_noise,data/e05_synthetic/pattern_noise/002-004_14710.png
002-004_14710,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_14710.png
002-004_14710,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_14710.png
002-004_14710,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_14710.png
002-004_14848,002-004,0,clean,data/e05_synthetic/clean/002-004_14848.png
002-004_14848,002-004,0,pattern_noise,data/e05_synthetic/pattern_noise/002-004_14848.png
002-004_14848,002-004,0,color_shift,data/e05_synthetic/color_shift/002-004_14848.png
002-004_14848,002-004,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_14848.png
002-004_14848,002-004,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_14848.png
002-004_14866,002-004,3,clean,data/e05_synthetic/clean/002-004_14866.png
002-004_14866,002-004,3,pattern_noise,data/e05_synthetic/pattern_noise/002-004_14866.png
002-004_14866,002-004,3,color_shift,data/e05_synthetic/color_shift/002-004_14866.png
002-004_14866,002-004,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_14866.png
002-004_14866,002-004,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_14866.png
002-004_14873,002-004,2,clean,data/e05_synthetic/clean/002-004_14873.png
002-004_14873,002-004,2,pattern_noise,data/e05_synthetic/pattern_noise/002-004_14873.png
002-004_14873,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_14873.png
002-004_14873,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_14873.png
002-004_14873,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_14873.png
002-004_15223,002-004,0,clean,data/e05_synthetic/clean/002-004_15223.png
002-004_15223,002-004,0,pattern_noise,data/e05_synthetic/pattern_noise/002-004_15223.png
002-004_15223,002-004,0,color_shift,data/e05_synthetic/color_shift/002-004_15223.png
002-004_15223,002-004,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_15223.png
002-004_15223,002-004,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_15223.png
002-004_15318,002-004,3,clean,data/e05_synthetic/clean/002-004_15318.png
002-004_15318,002-004,3,pattern_noise,data/e05_synthetic/pattern_noise/002-004_15318.png
002-004_15318,002-004,3,color_shift,data/e05_synthetic/color_shift/002-004_15318.png
002-004_15318,002-004,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_15318.png
002-004_15318,002-004,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_15318.png
002-004_15362,002-004,1,clean,data/e05_synthetic/clean/002-004_15362.png
002-004_15362,002-004,1,pattern_noise,data/e05_synthetic/pattern_noise/002-004_15362.png
002-004_15362,002-004,1,color_shift,data/e05_synthetic/color_shift/002-004_15362.png
002-004_15362,002-004,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_15362.png
002-004_15362,002-004,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_15362.png
002-004_15375,002-004,1,clean,data/e05_synthetic/clean/002-004_15375.png
002-004_15375,002-004,1,pattern_noise,data/e05_synthetic/pattern_noise/002-004_15375.png
002-004_15375,002-004,1,color_shift,data/e05_synthetic/color_shift/002-004_15375.png
002-004_15375,002-004,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_15375.png
002-004_15375,002-004,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_15375.png
002-004_15544,002-004,2,clean,data/e05_synthetic/clean/002-004_15544.png
002-004_15544,002-004,2,pattern_noise,data/e05_synthetic/pattern_noise/002-004_15544.png
002-004_15544,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_15544.png
002-004_15544,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_15544.png
002-004_15544,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_15544.png
002-004_15575,002-004,1,clean,data/e05_synthetic/clean/002-004_15575.png
002-004_15575,002-004,1,pattern_noise,data/e05_synthetic/pattern_noise/002-004_15575.png
002-004_15575,002-004,1,color_shift,data/e05_synthetic/color_shift/002-004_15575.png
002-004_15575,002-004,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_15575.png
002-004_15575,002-004,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_15575.png
002-004_15687,002-004,0,clean,data/e05_synthetic/clean/002-004_15687.png
002-004_15687,002-004,0,pattern_noise,data/e05_synthetic/pattern_noise/002-004_15687.png
002-004_15687,002-004,0,color_shift,data/e05_synthetic/color_shift/002-004_15687.png
002-004_15687,002-004,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_15687.png
002-004_15687,002-004,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_15687.png
002-004_15786,002-004,2,clean,data/e05_synthetic/clean/002-004_15786.png
002-004_15786,002-004,2,pattern_noise,data/e05_synthetic/pattern_noise/002-004_15786.png
002-004_15786,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_15786.png
002-004_15786,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_15786.png
002-004_15786,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_15786.png
002-004_15800,002-004,1,clean,data/e05_synthetic/clean/002-004_15800.png
002-004_15800,002-004,1,pattern_noise,data/e05_synthetic/pattern_noise/002-004_15800.png
002-004_15800,002-004,1,color_shift,data/e05_synthetic/color_shift/002-004_15800.png
002-004_15800,002-004,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_15800.png
002-004_15800,002-004,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_15800.png
002-004_15849,002-004,3,clean,data/e05_synthetic/clean/002-004_15849.png
002-004_15849,002-004,3,pattern_noise,data/e05_synthetic/pattern_noise/002-004_15849.png
002-004_15849,002-004,3,color_shift,data/e05_synthetic/color_shift/002-004_15849.png
002-004_15849,002-004,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_15849.png
002-004_15849,002-004,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_15849.png
002-004_15934,002-004,0,clean,data/e05_synthetic/clean/002-004_15934.png
002-004_15934,002-004,0,pattern_noise,data/e05_synthetic/pattern_noise/002-004_15934.png
002-004_15934,002-004,0,color_shift,data/e05_synthetic/color_shift/002-004_15934.png
002-004_15934,002-004,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_15934.png
002-004_15934,002-004,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_15934.png
002-004_16015,002-004,1,clean,data/e05_synthetic/clean/002-004_16015.png
002-004_16015,002-004,1,pattern_noise,data/e05_synthetic/pattern_noise/002-004_16015.png
002-004_16015,002-004,1,color_shift,data/e05_synthetic/color_shift/002-004_16015.png
002-004_16015,002-004,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_16015.png
002-004_16015,002-004,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_16015.png
002-004_16057,002-004,0,clean,data/e05_synthetic/clean/002-004_16057.png
002-004_16057,002-004,0,pattern_noise,data/e05_synthetic/pattern_noise/002-004_16057.png
002-004_16057,002-004,0,color_shift,data/e05_synthetic/color_shift/002-004_16057.png
002-004_16057,002-004,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_16057.png
002-004_16057,002-004,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_16057.png
002-004_16064,002-004,2,clean,data/e05_synthetic/clean/002-004_16064.png
002-004_16064,002-004,2,pattern_noise,data/e05_synthetic/pattern_noise/002-004_16064.png
002-004_16064,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_16064.png
002-004_16064,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_16064.png
002-004_16064,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_16064.png
002-004_16402,002-004,3,clean,data/e05_synthetic/clean/002-004_16402.png
002-004_16402,002-004,3,pattern_noise,data/e05_synthetic/pattern_noise/002-004_16402.png
002-004_16402,002-004,3,color_shift,data/e05_synthetic/color_shift/002-004_16402.png
002-004_16402,002-004,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_16402.png
002-004_16402,002-004,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_16402.png
002-004_16472,002-004,3,clean,data/e05_synthetic/clean/002-004_16472.png
002-004_16472,002-004,3,pattern_noise,data/e05_synthetic/pattern_noise/002-004_16472.png
002-004_16472,002-004,3,color_shift,data/e05_synthetic/color_shift/002-004_16472.png
002-004_16472,002-004,3,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_16472.png
002-004_16472,002-004,3,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_16472.png
002-004_16912,002-004,1,clean,data/e05_synthetic/clean/002-004_16912.png
002-004_16912,002-004,1,pattern_noise,data/e05_synthetic/pattern_noise/002-004_16912.png
002-004_16912,002-004,1,color_shift,data/e05_synthetic/color_shift/002-004_16912.png
002-004_16912,002-004,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_16912.png
002-004_16912,002-004,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_16912.png
002-004_16917,002-004,0,clean,data/e05_synthetic/clean/002-004_16917.png
002-004_16917,002-004,0,pattern_noise,data/e05_synthetic/pattern_noise/002-004_16917.png
002-004_16917,002-004,0,color_shift,data/e05_synthetic/color_shift/002-004_16917.png
002-004_16917,002-004,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_16917.png
002-004_16917,002-004,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_16917.png
002-004_17140,002-004,2,clean,data/e05_synthetic/clean/002-004_17140.png
002-004_17140,002-004,2,pattern_noise,data/e05_synthetic/pattern_noise/002-004_17140.png
002-004_17140,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_17140.png
002-004_17140,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_17140.png
002-004_17140,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_17140.png
002-004_17240,002-004,0,clean,data/e05_synthetic/clean/002-004_17240.png
002-004_17240,002-004,0,pattern_noise,data/e05_synthetic/pattern_noise/002-004_17240.png
002-004_17240,002-004,0,color_shift,data/e05_synthetic/color_shift/002-004_17240.png
002-004_17240,002-004,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_17240.png
002-004_17240,002-004,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_17240.png
002-004_17496,002-004,2,clean,data/e05_synthetic/clean/002-004_17496.png
002-004_17496,002-004,2,pattern_noise,data/e05_synthetic/pattern_noise/002-004_17496.png
002-004_17496,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_17496.png
002-004_17496,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_17496.png
002-004_17496,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_17496.png
002-004_17719,002-004,0,clean,data/e05_synthetic/clean/002-004_17719.png
002-004_17719,002-004,0,pattern_noise,data/e05_synthetic/pattern_noise/002-004_17719.png
002-004_17719,002-004,0,color_shift,data/e05_synthetic/color_shift/002-004_17719.png
002-004_17719,002-004,0,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_17719.png
002-004_17719,002-004,0,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_17719.png
002-004_17859,002-004,1,clean,data/e05_synthetic/clean/002-004_17859.png
002-004_17859,002-004,1,pattern_noise,data/e05_synthetic/pattern_noise/002-004_17859.png
002-004_17859,002-004,1,color_shift,data/e05_synthetic/color_shift/002-004_17859.png
002-004_17859,002-004,1,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_17859.png
002-004_17859,002-004,1,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_17859.png
002-004_17896,002-004,2,clean,data/e05_synthetic/clean/002-004_17896.png
002-004_17896,002-004,2,pattern_noise,data/e05_synthetic/pattern_noise/002-004_17896.png
002-004_17896,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_17896.png
002-004_17896,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_17896.png
002-004_17896,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_17896.png
002-004_17945,002-004,2,clean,data/e05_synthetic/clean/002-004_17945.png
002-004_17945,002-004,2,pattern_noise,data/e05_synthetic/pattern_noise/002-004_17945.png
002-004_17945,002-004,2,color_shift,data/e05_synthetic/color_shift/002-004_17945.png
002-004_17945,002-004,2,pattern_noise_jitter,data/e05_synthetic/pattern_noise_jitter/002-004_17945.png
002-004_17945,002-004,2,color_shift_jitter,data/e05_synthetic/color_shift_jitter/002-004_17945.png
